Municipality,Year,Ethnic_Vote_Share,Casualty,Log_Casualty,HHI_SB,HHI_CB,HHI_SC,Pop_Density,Income_PC,Avg_Age,Avg_Age_Sqr,Refugees,Prison_Camps,Lost_Stock,CivilianCasualty,Log_CivilianCasualty
Busovaca,2010,75.37648613,1.949255787,0.667447652,0.419171963,0.465265458,0.452878585,119.4873418,11141.32104,28.05964299,787.3435647,2.473647969,0.052968907,9.85481406,0.354891679,-1.035942666
Busovaca,2014,83.27940986,1.949255787,0.667447652,0.419171963,0.465265458,0.452878585,119.4873418,11141.32104,28.05964299,787.3435647,2.473647969,0.052968907,9.85481406,0.354891679,-1.035942666
Fojnica,2006,83.50897736,1.865488463,0.623522929,0.483126283,0.453516416,0.397230676,53.25490196,13611.74521,29.90310506,894.195692,2.393225331,0.122729504,19.06912331,0.196367207,-1.627768867
Fojnica,2010,67.05549664,1.865488463,0.623522929,0.483126283,0.453516416,0.397230676,53.25490196,13611.74521,29.90310506,894.195692,2.393225331,0.122729504,19.06912331,0.196367207,-1.627768867
Fojnica,2014,73.81035689,1.865488463,0.623522929,0.483126283,0.453516416,0.397230676,53.25490196,13611.74521,29.90310506,894.195692,2.393225331,0.122729504,19.06912331,0.196367207,-1.627768867
Kiseljak,2006,89.70062831,1.791921867,0.583288713,0.378336627,0.469130549,0.492153941,146.4484848,15585.95431,29.56219997,873.9236669,2.863764277,0.289687138,5.99856425,0.397285218,-0.923100823
Kiseljak,2010,74.82339317,1.791921867,0.583288713,0.378336627,0.469130549,0.492153941,146.4484848,15585.95431,29.56219997,873.9236669,2.863764277,0.289687138,5.99856425,0.397285218,-0.923100823
Kiseljak,2014,88.15955567,1.791921867,0.583288713,0.378336627,0.469130549,0.492153941,146.4484848,15585.95431,29.56219997,873.9236669,2.863764277,0.289687138,5.99856425,0.397285218,-0.923100823
Visoko,2006,77.03269587,1.43847487,0.363583434,0.640593722,0.708283622,0.137546847,199.8268398,24544.54073,30.58017764,935.1472647,1.403812825,0.151646447,9.445820885,0.359618718,-1.022710925
Visoko,2010,57.80275275,1.43847487,0.363583434,0.640593722,0.708283622,0.137546847,199.8268398,24544.54073,30.58017764,935.1472647,1.403812825,0.151646447,9.445820885,0.359618718,-1.022710925
Visoko,2014,78.98627244,1.43847487,0.363583434,0.640593722,0.708283622,0.137546847,199.8268398,24544.54073,30.58017764,935.1472647,1.403812825,0.151646447,9.445820885,0.359618718,-1.022710925
Breza,2006,68.17798753,1.559161518,0.444148188,0.666942644,0.712131268,0.101529441,237.2191781,19373.15932,31.75469192,1008.360459,1.4378934,0.230986891,9.947725605,0.369579026,-0.995390689
Breza,2010,58.07232346,1.559161518,0.444148188,0.666942644,0.712131268,0.101529441,237.2191781,19373.15932,31.75469192,1008.360459,1.4378934,0.230986891,9.947725605,0.369579026,-0.995390689
Breza,2014,73.3167856,1.559161518,0.444148188,0.666942644,0.712131268,0.101529441,237.2191781,19373.15932,31.75469192,1008.360459,1.4378934,0.230986891,9.947725605,0.369579026,-0.995390689
Ilijas,2006,77.4941355,2.211721728,0.793771275,0.435494623,0.370798787,0.399081962,77.96904025,12394.85388,32.48133736,1055.037277,1.663754765,NA,24.33242988,0.464580686,-0.766620031
Ilijas,2010,61.82735426,2.211721728,0.793771275,0.435494623,0.370798787,0.399081962,77.96904025,12394.85388,32.48133736,1055.037277,1.663754765,NA,24.33242988,0.464580686,-0.766620031
Ilijas,2014,63.81872986,2.211721728,0.793771275,0.435494623,0.370798787,0.399081962,77.96904025,12394.85388,32.48133736,1055.037277,1.663754765,NA,24.33242988,0.464580686,-0.766620031
Sokolac,2006,98.46413502,2.721225559,1.001082352,0.567814364,0.300622188,0.683737868,21.60087083,29165.75959,34.70953437,1204.751776,0.678626621,0.537526036,6.946144431,0.880198885,-0.127607391
Sokolac,2010,98.0359147,2.721225559,1.001082352,0.567814364,0.300622188,0.683737868,21.60087083,29165.75959,34.70953437,1204.751776,0.678626621,0.537526036,6.946144431,0.880198885,-0.127607391
Sokolac,2014,97.5466964,2.721225559,1.001082352,0.567814364,0.300622188,0.683737868,21.60087083,29165.75959,34.70953437,1204.751776,0.678626621,0.537526036,6.946144431,0.880198885,-0.127607391
Han Pijesak,2006,99.32005828,2.394454946,0.873155625,0.505887849,0.399501958,0.57766645,18.56140351,37188.4058,33.98353812,1154.880863,1.055450536,0.157529931,17.20422535,0.929426591,-0.073187452
Han Pijesak,2010,98.87992832,2.394454946,0.873155625,0.505887849,0.399501958,0.57766645,18.56140351,37188.4058,33.98353812,1154.880863,1.055450536,0.157529931,17.20422535,0.929426591,-0.073187452
Han Pijesak,2014,96.53206651,2.394454946,0.873155625,0.505887849,0.399501958,0.57766645,18.56140351,37188.4058,33.98353812,1154.880863,1.055450536,0.157529931,17.20422535,0.929426591,-0.073187452
Tomislavgrad,2006,93.47907324,0.276583692,-1.28524182,0.09164526,0.783382712,0.847245515,31.03309204,9892.865474,31.95751275,1021.282621,2.592555567,0.299910027,0.493912775,0.113299344,-2.177721901
Tomislavgrad,2010,92.58955428,0.276583692,-1.28524182,0.09164526,0.783382712,0.847245515,31.03309204,9892.865474,31.95751275,1021.282621,2.592555567,0.299910027,0.493912775,0.113299344,-2.177721901
Tomislavgrad,2014,92.81605522,0.276583692,-1.28524182,0.09164526,0.783382712,0.847245515,31.03309204,9892.865474,31.95751275,1021.282621,2.592555567,0.299910027,0.493912775,0.113299344,-2.177721901
Prozor (Prozor-Rama),2006,96.39350116,2.343117409,0.851482269,0.363388516,0.525926458,0.618134067,41.42557652,9326.518219,29.10260628,846.961692,5.20242915,0.354251012,22.2753241,1.265182186,0.235216132
Prozor (Prozor-Rama),2010,92.73716205,2.343117409,0.851482269,0.363388516,0.525926458,0.618134067,41.42557652,9326.518219,29.10260628,846.961692,5.20242915,0.354251012,22.2753241,1.265182186,0.235216132
Prozor (Prozor-Rama),2014,95.07090972,2.343117409,0.851482269,0.363388516,0.525926458,0.618134067,41.42557652,9326.518219,29.10260628,846.961692,5.20242915,0.354251012,22.2753241,1.265182186,0.235216132
Jablanica,2006,67.2457095,2.166889922,0.773292924,0.681420177,0.609063878,0.155130768,42.1627907,23181.152,30.21960444,913.2244928,2.080214325,0.393979986,12.17817305,0.654006776,-0.424637567
Jablanica,2010,59.47290822,2.166889922,0.773292924,0.681420177,0.609063878,0.155130768,42.1627907,23181.152,30.21960444,913.2244928,2.080214325,0.393979986,12.17817305,0.654006776,-0.424637567
Jablanica,2014,67.27167407,2.166889922,0.773292924,0.681420177,0.609063878,0.155130768,42.1627907,23181.152,30.21960444,913.2244928,2.080214325,0.393979986,12.17817305,0.654006776,-0.424637567
Konjic,2006,79.50746,2.260814075,0.815724959,0.457515579,0.451386021,0.221675153,40.29201102,18772.77907,31.76570263,1009.059864,1.914399015,0.66092347,13.33658642,0.540134008,-0.615938007
Konjic,2010,64.48316424,2.260814075,0.815724959,0.457515579,0.451386021,0.221675153,40.29201102,18772.77907,31.76570263,1009.059864,1.914399015,0.66092347,13.33658642,0.540134008,-0.615938007
Konjic,2014,68.73300707,2.260814075,0.815724959,0.457515579,0.451386021,0.221675153,40.29201102,18772.77907,31.76570263,1009.059864,1.914399015,0.66092347,13.33658642,0.540134008,-0.615938007
Kresevo,2006,87.82691393,1.663942951,0.509190058,0.222623283,0.584410645,0.69536279,45.17449664,19708.36428,32.46642401,1054.068688,2.21363839,0.445699005,8.923923924,0.267419403,-1.318937055
Kresevo,2010,74.56670697,1.663942951,0.509190058,0.222623283,0.584410645,0.69536279,45.17449664,19708.36428,32.46642401,1054.068688,2.21363839,0.445699005,8.923923924,0.267419403,-1.318937055
Kresevo,2014,88.7438091,1.663942951,0.509190058,0.222623283,0.584410645,0.69536279,45.17449664,19708.36428,32.46642401,1054.068688,2.21363839,0.445699005,8.923923924,0.267419403,-1.318937055
Hadzici,2006,79.62726827,3.5,1.252762968,0.526907387,0.608056597,0.23853672,88.64468864,16455,30.89039256,954.2163526,2.157024793,NA,18.64120151,0.958677686,-0.042200354
Hadzici,2010,61.85150133,3.5,1.252762968,0.526907387,0.608056597,0.23853672,88.64468864,16455,30.89039256,954.2163526,2.157024793,NA,18.64120151,0.958677686,-0.042200354
Hadzici,2014,62.51048834,3.5,1.252762968,0.526907387,0.608056597,0.23853672,88.64468864,16455,30.89039256,954.2163526,2.157024793,NA,18.64120151,0.958677686,-0.042200354
Novi Grad Sarajevo,2006,69.08924409,2.345259706,0.852396145,0.426352615,0.45791676,0.234979269,2846.166667,24211.46132,30.7176868,943.5762824,2.405281958,NA,23.27988373,NA,NA
Novi Grad Sarajevo,2010,52.81075951,2.345259706,0.852396145,0.426352615,0.45791676,0.234979269,2846.166667,24211.46132,30.7176868,943.5762824,2.405281958,NA,23.27988373,NA,NA
Novi Grad Sarajevo,2014,55.1877121,2.345259706,0.852396145,0.426352615,0.45791676,0.234979269,2846.166667,24211.46132,30.7176868,943.5762824,2.405281958,NA,23.27988373,NA,NA
Vogosca,2006,77.93579846,2.884732422,1.059432148,0.445277502,0.470526044,0.323532299,342.3194444,61510.36637,30.51501197,931.1659555,3.213372824,NA,32.41612358,NA,NA
Vogosca,2010,65.37518391,2.884732422,1.059432148,0.445277502,0.470526044,0.323532299,342.3194444,61510.36637,30.51501197,931.1659555,3.213372824,NA,32.41612358,NA,NA
Vogosca,2014,60.9832636,2.884732422,1.059432148,0.445277502,0.470526044,0.323532299,342.3194444,61510.36637,30.51501197,931.1659555,3.213372824,NA,32.41612358,NA,NA
Centar Sarajevo,2006,57.49311388,1.983956815,0.685093242,0.415452327,0.449474031,0.174990633,2402.606061,60437.4795,34.30594935,1176.898161,2.987917161,NA,13.02854824,NA,NA
Centar Sarajevo,2010,44.85810577,1.983956815,0.685093242,0.415452327,0.449474031,0.174990633,2402.606061,60437.4795,34.30594935,1176.898161,2.987917161,NA,13.02854824,NA,NA
Centar Sarajevo,2014,47.71576941,1.983956815,0.685093242,0.415452327,0.449474031,0.174990633,2402.606061,60437.4795,34.30594935,1176.898161,2.987917161,NA,13.02854824,NA,NA
Rogatica,2006,96.0440661,9.318409318,2.23199194,0.515849524,0.600148084,0.380930287,33.09939759,19029.30203,33.58920284,1128.234547,3.394303394,0.546000546,27.34563847,4.809354809,1.57056294
Rogatica,2010,93.42213115,9.318409318,2.23199194,0.515849524,0.600148084,0.380930287,33.09939759,19029.30203,33.58920284,1128.234547,3.394303394,0.546000546,27.34563847,4.809354809,1.57056294
Rogatica,2014,97.86876993,9.318409318,2.23199194,0.515849524,0.600148084,0.380930287,33.09939759,19029.30203,33.58920284,1128.234547,3.394303394,0.546000546,27.34563847,4.809354809,1.57056294
Visegrad,2006,98.0862133,7.835275249,2.058636006,0.529584846,0.633952152,0.316585796,47.21380846,29690.92882,34.03919996,1158.667134,9.467427709,0.990612765,17.04536082,5.589886315,1.72095895
Visegrad,2010,96.92894785,7.835275249,2.058636006,0.529584846,0.633952152,0.316585796,47.21380846,29690.92882,34.03919996,1158.667134,9.467427709,0.990612765,17.04536082,5.589886315,1.72095895
Visegrad,2014,98.53080569,7.835275249,2.058636006,0.529584846,0.633952152,0.316585796,47.21380846,29690.92882,34.03919996,1158.667134,9.467427709,0.990612765,17.04536082,5.589886315,1.72095895
Posusje,2006,95.01825209,0.116726976,-2.14791761,0.000455235,0.98966991,0.989495129,37.1670282,12771.68204,31.45126649,989.1821637,0.233453951,0.058363488,0,NA,NA
Posusje,2010,94.10420475,0.116726976,-2.14791761,0.000455235,0.98966991,0.989495129,37.1670282,12771.68204,31.45126649,989.1821637,0.233453951,0.058363488,0,NA,NA
Posusje,2014,92.1888561,0.116726976,-2.14791761,0.000455235,0.98966991,0.989495129,37.1670282,12771.68204,31.45126649,989.1821637,0.233453951,0.058363488,0,NA,NA
Grude,2006,87.96936759,0.195622937,-1.631566263,0.00045614,0.990708031,0.99040286,74.01809955,12686.33085,35.7882076,1280.795804,0.18950972,0.122264335,0,0.01833965,-3.998689896
Grude,2010,80.78164217,0.195622937,-1.631566263,0.00045614,0.990708031,0.99040286,74.01809955,12686.33085,35.7882076,1280.795804,0.18950972,0.122264335,0,0.01833965,-3.998689896
Grude,2014,90.63022867,0.195622937,-1.631566263,0.00045614,0.990708031,0.99040286,74.01809955,12686.33085,35.7882076,1280.795804,0.18950972,0.122264335,0,0.01833965,-3.998689896
Siroki Brijeg,2006,76.4090344,0.173048601,-1.754182793,0.005155812,0.988770472,0.983712143,70,9950.552283,33.12662003,1097.372955,0.416053019,0.036818851,0,0.018409426,-3.994892463
Siroki Brijeg,2010,82.18474511,0.173048601,-1.754182793,0.005155812,0.988770472,0.983712143,70,9950.552283,33.12662003,1097.372955,0.416053019,0.036818851,0,0.018409426,-3.994892463
Siroki Brijeg,2014,93.67256292,0.173048601,-1.754182793,0.005155812,0.988770472,0.983712143,70,9950.552283,33.12662003,1097.372955,0.416053019,0.036818851,0,0.018409426,-3.994892463
Nevesinje,2006,92.32673267,4.471207087,1.497658414,0.620384287,0.216503009,0.727372383,15.85949506,17487.47231,36.74543189,1350.226765,1.391196013,0.138427464,5.775913129,2.547065338,0.934941849
Nevesinje,2010,92.61798469,4.471207087,1.497658414,0.620384287,0.216503009,0.727372383,15.85949506,17487.47231,36.74543189,1350.226765,1.391196013,0.138427464,5.775913129,2.547065338,0.934941849
Nevesinje,2014,94.05558032,4.471207087,1.497658414,0.620384287,0.216503009,0.727372383,15.85949506,17487.47231,36.74543189,1350.226765,1.391196013,0.138427464,5.775913129,2.547065338,0.934941849
Kalinovik,2006,96.45732689,5.913863295,1.777299306,0.51567047,0.36411689,0.601929142,6.37568306,18614.09899,38.44203985,1477.790428,0.535676023,1.071352046,42.71523179,2.892650525,1.062173218
Kalinovik,2010,97.83491204,5.913863295,1.777299306,0.51567047,0.36411689,0.601929142,6.37568306,18614.09899,38.44203985,1477.790428,0.535676023,1.071352046,42.71523179,2.892650525,1.062173218
Kalinovik,2014,95.77874818,5.913863295,1.777299306,0.51567047,0.36411689,0.601929142,6.37568306,18614.09899,38.44203985,1477.790428,0.535676023,1.071352046,42.71523179,2.892650525,1.062173218
Gacko,2006,96.05231291,3.364849833,1.213383336,0.52215035,0.354971517,0.614780443,14.6576087,25758.4353,32.9223211,1083.879226,4.634779385,1.390433815,11.14169081,2.011494253,0.698877855
Gacko,2010,89.03807615,3.364849833,1.213383336,0.52215035,0.354971517,0.614780443,14.6576087,25758.4353,32.9223211,1083.879226,4.634779385,1.390433815,11.14169081,2.011494253,0.698877855
Gacko,2014,98.29163072,3.364849833,1.213383336,0.52215035,0.354971517,0.614780443,14.6576087,25758.4353,32.9223211,1083.879226,4.634779385,1.390433815,11.14169081,2.011494253,0.698877855
Cajnice,2006,97.67645769,3.126395712,1.139880811,0.490549916,0.448750827,0.525235664,32.56727273,20899.95534,34.10451094,1163.117667,5.728003573,0.446627959,16.01263772,1.473872264,0.387893131
Cajnice,2010,99.07070707,3.126395712,1.139880811,0.490549916,0.448750827,0.525235664,32.56727273,20899.95534,34.10451094,1163.117667,5.728003573,0.446627959,16.01263772,1.473872264,0.387893131
Cajnice,2014,98.71101871,3.126395712,1.139880811,0.490549916,0.448750827,0.525235664,32.56727273,20899.95534,34.10451094,1163.117667,5.728003573,0.446627959,16.01263772,1.473872264,0.387893131
Rudo,2006,95.72567783,1.97044335,0.678258568,0.583963271,0.270073109,0.70391549,33.63662791,9676.086769,35.13611615,1234.546658,6.308875637,0.259268862,9.112161154,0.890156426,-0.116358072
Rudo,2010,98.25721154,1.97044335,0.678258568,0.583963271,0.270073109,0.70391549,33.63662791,9676.086769,35.13611615,1234.546658,6.308875637,0.259268862,9.112161154,0.890156426,-0.116358072
Rudo,2014,96.51320244,1.97044335,0.678258568,0.583963271,0.270073109,0.70391549,33.63662791,9676.086769,35.13611615,1234.546658,6.308875637,0.259268862,9.112161154,0.890156426,-0.116358072
Ljubuski,2006,92.62888794,0.176429076,-1.734836319,0.054061382,0.872190133,0.919630297,96.72354949,15410.26817,33.74121383,1138.469511,2.184191955,0.105857445,0,0.042342978,-3.16195268
Ljubuski,2010,88.33644085,0.176429076,-1.734836319,0.054061382,0.872190133,0.919630297,96.72354949,15410.26817,33.74121383,1138.469511,2.184191955,0.105857445,0,0.042342978,-3.16195268
Ljubuski,2014,86.84180981,0.176429076,-1.734836319,0.054061382,0.872190133,0.919630297,96.72354949,15410.26817,33.74121383,1138.469511,2.184191955,0.105857445,0,0.042342978,-3.16195268
Citluk,2006,98.16635161,0.232049327,-1.460805314,0.006467801,0.97551217,0.981505579,83.33149171,33593.84738,32.8437645,1078.712867,0.583438308,0.132599615,0,0.046409865,-3.070243235
Citluk,2010,97.21280603,0.232049327,-1.460805314,0.006467801,0.97551217,0.981505579,83.33149171,33593.84738,32.8437645,1078.712867,0.583438308,0.132599615,0,0.046409865,-3.070243235
Citluk,2014,96.69633429,0.232049327,-1.460805314,0.006467801,0.97551217,0.981505579,83.33149171,33593.84738,32.8437645,1078.712867,0.583438308,0.132599615,0,0.046409865,-3.070243235
Capljina,2006,90.54260409,0.83925113,-0.175245297,0.228988132,0.448188087,0.456231544,108.9140625,25395.66746,33.20706908,1102.709437,3.912918729,0.215192597,7.042729592,0.383760132,-0.957737578
Capljina,2010,90.28270079,0.83925113,-0.175245297,0.228988132,0.448188087,0.456231544,108.9140625,25395.66746,33.20706908,1102.709437,3.912918729,0.215192597,7.042729592,0.383760132,-0.957737578
Capljina,2014,91.16359564,0.83925113,-0.175245297,0.228988132,0.448188087,0.456231544,108.9140625,25395.66746,33.20706908,1102.709437,3.912918729,0.215192597,7.042729592,0.383760132,-0.957737578
Neum,2006,91.82935647,0.138728324,-1.975237762,0.045980111,0.837024646,0.833856614,19.22222222,31690.17341,33.51479769,1123.241664,0.716763006,0,8.154793787,0.046242775,-3.073850043
Neum,2010,92.96987088,0.138728324,-1.975237762,0.045980111,0.837024646,0.833856614,19.22222222,31690.17341,33.51479769,1123.241664,0.716763006,0,8.154793787,0.046242775,-3.073850043
Neum,2014,96.32299928,0.138728324,-1.975237762,0.045980111,0.837024646,0.833856614,19.22222222,31690.17341,33.51479769,1123.241664,0.716763006,0,8.154793787,0.046242775,-3.073850043
Ljubinje,2006,98.50984566,0.67114094,-0.398776119,0.831742899,0.07219546,0.889214591,12.79754601,29568.31256,35.79110738,1281.003368,0.934803452,0.239693193,4.753227031,0.071907958,-2.632368339
Ljubinje,2010,98.69412356,0.67114094,-0.398776119,0.831742899,0.07219546,0.889214591,12.79754601,29568.31256,35.79110738,1281.003368,0.934803452,0.239693193,4.753227031,0.071907958,-2.632368339
Ljubinje,2014,99.49392713,0.67114094,-0.398776119,0.831742899,0.07219546,0.889214591,12.79754601,29568.31256,35.79110738,1281.003368,0.934803452,0.239693193,4.753227031,0.071907958,-2.632368339
Bileca,2006,96.03059748,0.767841012,-0.264172583,0.698879251,0.143746742,0.797145828,20.98578199,22280.03613,33.84970641,1145.802624,5.472749172,0.677506775,3.797435897,0.127973502,-2.055932052
Bileca,2010,95.29313233,0.767841012,-0.264172583,0.698879251,0.143746742,0.797145828,20.98578199,22280.03613,33.84970641,1145.802624,5.472749172,0.677506775,3.797435897,0.127973502,-2.055932052
Bileca,2014,98.31306991,0.767841012,-0.264172583,0.698879251,0.143746742,0.797145828,20.98578199,22280.03613,33.84970641,1145.802624,5.472749172,0.677506775,3.797435897,0.127973502,-2.055932052
Bosanska Krupa,2006,76.4936272,2.258230453,0.814581521,0.617135833,0.736726571,0.234992526,74.76923077,11177.89781,28.94337277,837.7188274,1.647805213,0.120027435,16.98152392,0.267489712,-1.318674173
Bosanska Krupa,2010,69.0627128,2.258230453,0.814581521,0.617135833,0.736726571,0.234992526,74.76923077,11177.89781,28.94337277,837.7188274,1.647805213,0.120027435,16.98152392,0.267489712,-1.318674173
Bosanska Krupa,2014,72.29246839,2.258230453,0.814581521,0.617135833,0.736726571,0.234992526,74.76923077,11177.89781,28.94337277,837.7188274,1.647805213,0.120027435,16.98152392,0.267489712,-1.318674173
Bosanski Novi (Novi Grad),2006,95.2412386,1.591263651,0.46452845,0.507221516,0.327840865,0.593081386,75.07207207,19635.66543,33.44921397,1118.849915,10.21480859,0.16800672,7.729047879,0.686427457,-0.37625473
Bosanski Novi (Novi Grad),2010,93.9883475,1.591263651,0.46452845,0.507221516,0.327840865,0.593081386,75.07207207,19635.66543,33.44921397,1118.849915,10.21480859,0.16800672,7.729047879,0.686427457,-0.37625473
Bosanski Novi (Novi Grad),2014,94.39991093,1.591263651,0.46452845,0.507221516,0.327840865,0.593081386,75.07207207,19635.66543,33.44921397,1118.849915,10.21480859,0.16800672,7.729047879,0.686427457,-0.37625473
Samac (Bosanski Samac),2006,90.7019623,1.878033981,0.630225475,0.364798191,0.397022668,0.43085407,151.8894009,22635.49757,33.11847694,1096.833515,3.950242718,0.182038835,13.48722222,0.373179612,-0.985695442
Samac (Bosanski Samac),2010,94.5939729,1.878033981,0.630225475,0.364798191,0.397022668,0.43085407,151.8894009,22635.49757,33.11847694,1096.833515,3.950242718,0.182038835,13.48722222,0.373179612,-0.985695442
Samac (Bosanski Samac),2014,94.24632562,1.878033981,0.630225475,0.364798191,0.397022668,0.43085407,151.8894009,22635.49757,33.11847694,1096.833515,3.950242718,0.182038835,13.48722222,0.373179612,-0.985695442
Orasje,2006,88.9390519,1.240878486,0.215819585,0.123789367,0.695311619,0.651366597,170.8855422,17227.6589,31.80969084,1011.856431,1.533471992,0.105756689,8.745792295,0.222089047,-1.504676865
Orasje,2010,92.6823768,1.240878486,0.215819585,0.123789367,0.695311619,0.651366597,170.8855422,17227.6589,31.80969084,1011.856431,1.533471992,0.105756689,8.745792295,0.222089047,-1.504676865
Orasje,2014,92.29649399,1.240878486,0.215819585,0.123789367,0.695311619,0.651366597,170.8855422,17227.6589,31.80969084,1011.856431,1.533471992,0.105756689,8.745792295,0.222089047,-1.504676865
Gradacac,2006,72.9662078,1.597709478,0.468571027,0.498780126,0.507883373,0.178301281,139.019656,18507.09602,31.16310245,971.1389546,1.942348138,0.07069511,25.63074324,0.309291105,-1.173472358
Gradacac,2010,61.2793397,1.597709478,0.468571027,0.498780126,0.507883373,0.178301281,139.019656,18507.09602,31.16310245,971.1389546,1.942348138,0.07069511,25.63074324,0.309291105,-1.173472358
Gradacac,2014,62.58130602,1.597709478,0.468571027,0.498780126,0.507883373,0.178301281,139.019656,18507.09602,31.16310245,971.1389546,1.942348138,0.07069511,25.63074324,0.309291105,-1.173472358
Bosanski Petrovac,2006,52.3313905,2.407016196,0.878387887,0.630509636,0.207501523,0.745559979,18.29156909,23410.153,36.74406248,1350.126128,3.399270213,0.064016388,25.27573859,1.267524486,0.237065775
Bosanski Petrovac,2010,75.8231117,2.407016196,0.878387887,0.630509636,0.207501523,0.745559979,18.29156909,23410.153,36.74406248,1350.126128,3.399270213,0.064016388,25.27573859,1.267524486,0.237065775
Bosanski Petrovac,2014,71.97403589,2.407016196,0.878387887,0.630509636,0.207501523,0.745559979,18.29156909,23410.153,36.74406248,1350.126128,3.399270213,0.064016388,25.27573859,1.267524486,0.237065775
Sanski Most,2006,76.5345827,2.245178835,0.808785177,0.444747145,0.413965319,0.369766806,61.34994914,13572.91857,30.79697216,948.4534942,8.665660703,0.16581823,14.0334285,1.711244134,0.53722067
Sanski Most,2010,71.7995766,2.245178835,0.808785177,0.444747145,0.413965319,0.369766806,61.34994914,13572.91857,30.79697216,948.4534942,8.665660703,0.16581823,14.0334285,1.711244134,0.53722067
Sanski Most,2014,72.85462696,2.245178835,0.808785177,0.444747145,0.413965319,0.369766806,61.34994914,13572.91857,30.79697216,948.4534942,8.665660703,0.16581823,14.0334285,1.711244134,0.53722067
Doboj,2006,87.82902251,2.253556836,0.812509784,0.394963895,0.33510637,0.323596543,147.1291248,20796.99461,31.86494749,1015.374878,6.079045139,0.126768667,NA,0.400784015,-0.914332613
Doboj,2010,82.95177682,2.253556836,0.812509784,0.394963895,0.33510637,0.323596543,147.1291248,20796.99461,31.86494749,1015.374878,6.079045139,0.126768667,NA,0.400784015,-0.914332613
Doboj,2014,87.01284322,2.253556836,0.812509784,0.394963895,0.33510637,0.323596543,147.1291248,20796.99461,31.86494749,1015.374878,6.079045139,0.126768667,NA,0.400784015,-0.914332613
Lopare,2006,86.2302006,1.665795863,0.510303005,0.484468284,0.337084726,0.526894205,75.66744186,11365.18425,32.95305345,1085.903731,1.920890064,0.030734241,15.94206681,0.35959062,-1.022789061
Lopare,2010,85.1899057,1.665795863,0.510303005,0.484468284,0.337084726,0.526894205,75.66744186,11365.18425,32.95305345,1085.903731,1.920890064,0.030734241,15.94206681,0.35959062,-1.022789061
Lopare,2014,85.06453049,1.665795863,0.510303005,0.484468284,0.337084726,0.526894205,75.66744186,11365.18425,32.95305345,1085.903731,1.920890064,0.030734241,15.94206681,0.35959062,-1.022789061
Ugljevik,2006,90.4322487,2.208152577,0.792156228,0.496973429,0.398077505,0.563271655,129.8832487,23706.56974,31.92674014,1019.316736,3.822253488,0.078164693,13.37117473,0.191503498,-1.652849204
Ugljevik,2010,91.7049577,2.208152577,0.792156228,0.496973429,0.398077505,0.563271655,129.8832487,23706.56974,31.92674014,1019.316736,3.822253488,0.078164693,13.37117473,0.191503498,-1.652849204
Ugljevik,2014,91.15581098,2.208152577,0.792156228,0.496973429,0.398077505,0.563271655,129.8832487,23706.56974,31.92674014,1019.316736,3.822253488,0.078164693,13.37117473,0.191503498,-1.652849204
Drvar,2006,28.7916153,0.799953287,-0.223201944,0.967834339,0.001926895,0.967834339,18.04636459,30600.95761,37.31387948,1392.325602,0.204367628,0.350344505,14.37828371,0.256919304,-1.358993236
Drvar,2010,94.3897344,0.799953287,-0.223201944,0.967834339,0.001926895,0.967834339,18.04636459,30600.95761,37.31387948,1392.325602,0.204367628,0.350344505,14.37828371,0.256919304,-1.358993236
Drvar,2014,88.99392302,0.799953287,-0.223201944,0.967834339,0.001926895,0.967834339,18.04636459,30600.95761,37.31387948,1392.325602,0.204367628,0.350344505,14.37828371,0.256919304,-1.358993236
Kljuc,2006,86.6263071,3.372469311,1.215645209,0.484342801,0.464766456,0.486415527,44.3021327,14373.0042,32.02423043,1025.551335,8.88181648,0.106977615,22.17002138,1.690246316,0.524874267
Kljuc,2010,65.9123199,3.372469311,1.215645209,0.484342801,0.464766456,0.486415527,44.3021327,14373.0042,32.02423043,1025.551335,8.88181648,0.106977615,22.17002138,1.690246316,0.524874267
Kljuc,2014,79.09265996,3.372469311,1.215645209,0.484342801,0.464766456,0.486415527,44.3021327,14373.0042,32.02423043,1025.551335,8.88181648,0.106977615,22.17002138,1.690246316,0.524874267
Jajce,2006,81.5604938,1.581976137,0.458674785,0.32173569,0.369555508,0.295083887,113.6540404,13182.63826,28.88346257,834.2544102,8.289821583,0.022218766,20.75510041,0.513253494,-0.666985416
Jajce,2010,76.5647996,1.581976137,0.458674785,0.32173569,0.369555508,0.295083887,113.6540404,13182.63826,28.88346257,834.2544102,8.289821583,0.022218766,20.75510041,0.513253494,-0.666985416
Jajce,2014,83.70464053,1.581976137,0.458674785,0.32173569,0.369555508,0.295083887,113.6540404,13182.63826,28.88346257,834.2544102,8.289821583,0.022218766,20.75510041,0.513253494,-0.666985416
Skender Vakuf (Knezevo),2006,97.0383622,0.839427335,-0.175035364,0.636113132,0.210719693,0.567333074,53.2,11136.78031,28.67094963,822.0233529,1.127819549,0.05149861,17.48616601,0.041198888,-3.189344013
Skender Vakuf (Knezevo),2010,95.8892179,0.839427335,-0.175035364,0.636113132,0.210719693,0.567333074,53.2,11136.78031,28.67094963,822.0233529,1.127819549,0.05149861,17.48616601,0.041198888,-3.189344013
