"","rid","race","latino","age","vote04","tvnews","newspaper","internet","approval","bush.th","obama.th","mccain.th","partyid","income"
"1364",1365,1,1,75,1,NA,NA,0,0,30,60,0,1,NA
"1367",1368,1,1,42,0,NA,NA,3,0,70,100,50,1,15
"1369",1370,1,1,21,0,2,5,NA,0,50,70,70,3,NA
"1370",1371,1,1,43,1,0,6,NA,1,70,50,50,1,NA
"1371",1372,1,1,74,1,NA,NA,0,0,30,100,0,1,NA
"1372",1373,1,1,45,1,7,4,NA,0,50,50,85,1,NA
"1373",1374,1,1,24,0,1,6,NA,0,40,100,15,3,16
"1374",1375,1,2,50,1,7,3,NA,0,50,70,50,1,13
"1375",1376,1,2,55,1,5,7,NA,1,70,50,70,2,19
"1377",1378,1,2,21,1,0,0,NA,1,100,0,70,2,NA
"1378",1379,1,2,21,0,0,1,NA,0,50,50,60,3,NA
"1379",1380,1,2,68,1,5,7,NA,0,0,70,30,3,NA
"1380",1381,1,2,50,1,NA,NA,1,0,30,85,30,3,17
"1381",1382,1,2,61,1,NA,NA,5,1,50,30,70,2,NA
"1382",1383,1,2,52,0,NA,NA,0,0,50,70,50,1,1
"1383",1384,1,2,54,0,7,6,NA,0,50,50,50,5,NA
"1384",1385,1,2,25,1,NA,NA,0,0,15,70,70,3,19
"1385",1386,1,2,55,1,0,6,NA,0,30,70,40,1,20
"1387",1388,1,2,21,0,2,7,NA,1,100,0,100,2,NA
"1388",1389,1,2,58,1,NA,NA,4,0,30,100,40,3,NA
"1389",1390,1,2,40,1,0,0,NA,1,60,15,60,2,13
"1390",1391,1,2,46,1,NA,NA,1,0,60,40,85,3,NA
"1391",1392,1,2,65,1,NA,NA,0,0,85,15,85,2,NA
"1392",1393,1,2,54,0,NA,NA,3,1,70,30,60,3,23
"1393",1394,1,2,52,1,0,7,NA,1,100,50,80,2,25
"1394",1395,1,2,50,1,NA,NA,7,0,60,85,30,1,18
"1395",1396,1,2,27,1,NA,NA,1,1,85,15,70,3,19
"1396",1397,1,2,43,1,NA,NA,0,1,75,25,90,2,21
"1397",1398,1,2,65,1,7,6,NA,NA,70,30,70,2,15
"1398",1399,1,2,60,1,NA,NA,2,NA,60,0,60,2,25
"1399",1400,1,1,26,0,NA,NA,1,0,40,85,50,1,15
"1401",1402,1,2,60,0,NA,NA,0,1,100,50,100,3,NA
"1402",1403,1,2,85,0,6,3,NA,0,40,0,0,3,NA
"1403",1404,1,2,57,0,5,6,NA,0,40,60,50,5,18
"1404",1405,1,2,77,1,7,6,NA,1,70,0,70,2,19
"1405",1406,1,2,50,1,NA,NA,3,1,85,40,60,2,NA
"1407",1408,1,2,NA,1,5,3,NA,0,0,100,0,1,14
"NA.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411",1412,1,2,32,1,NA,NA,7,0,0,100,15,3,NA
"1412",1413,1,2,21,0,NA,NA,0,0,15,70,0,1,NA
"1413",1414,1,1,70,1,NA,NA,0,0,15,85,60,3,NA
"1414",1415,1,1,40,1,NA,NA,7,0,15,100,30,1,15
"1415",1416,1,2,50,0,7,2,NA,0,0,85,30,3,NA
"1418",1419,1,1,44,1,5,0,NA,0,50,70,60,3,14
"1420",1421,1,1,60,1,7,2,NA,0,15,85,40,3,NA
"1422",1423,1,1,22,0,2,4,NA,0,0,50,30,3,NA
"1424",1425,1,2,84,1,1,0,NA,0,90,60,60,NA,NA
"1427",1428,1,1,82,NA,0,0,NA,1,0,50,0,2,1
"1428",1429,1,2,32,1,NA,NA,7,0,40,60,60,1,24
"1430",1431,1,2,35,1,1,0,NA,1,60,50,60,2,25
"1431",1432,1,2,25,1,NA,NA,2,1,70,60,85,2,23
"1432",1433,1,2,53,1,3,0,NA,1,70,40,70,3,21
"1433",1434,1,2,23,1,1,2,NA,0,0,60,40,3,15
"1434",1435,1,2,43,0,NA,NA,0,1,40,50,50,3,22
"1435",1436,1,2,40,0,NA,NA,0,0,15,70,40,3,19
"1436",1437,1,2,23,0,0,0,NA,1,85,15,85,1,25
"1437",1438,1,2,21,0,0,0,NA,0,60,50,50,3,23
"1439",1440,1,2,85,1,NA,NA,0,0,0,100,40,3,NA
"1440",1441,1,1,61,1,6,0,NA,0,30,70,50,1,18
"1441",1442,1,2,52,0,NA,NA,0,0,60,40,50,2,19
"1442",1443,1,2,70,1,7,7,NA,0,30,60,50,3,NA
"1443",1444,1,2,41,1,NA,NA,5,0,15,85,30,1,22
"1444",1445,1,2,57,1,NA,NA,0,0,60,85,100,3,18
"1445",1446,1,2,41,0,NA,NA,0,0,0,15,85,2,24
"1447",1448,1,2,64,1,6,7,NA,0,0,100,40,1,25
"1448",1449,1,2,46,1,NA,NA,5,0,15,85,35,1,NA
"1449",1450,1,2,52,1,5,1,NA,0,0,55,25,3,NA
"1451",1452,1,2,68,1,NA,NA,0,0,0,100,0,1,NA
"1452",1453,1,2,39,1,7,7,NA,0,50,50,50,2,20
"1453",1454,1,2,75,1,5,7,NA,1,70,15,85,2,NA
"1455",1456,1,2,79,1,NA,NA,0,0,30,85,60,3,19
"1457",1458,1,2,36,1,NA,NA,4,0,30,60,50,2,17
"1458",1459,1,2,60,1,7,4,NA,0,50,60,60,2,NA
"1459",1460,1,2,67,1,NA,NA,0,0,70,60,70,2,11
"1460",1461,1,2,53,1,6,7,NA,0,0,60,50,3,13
"1461",1462,1,2,53,0,0,3,NA,0,40,50,50,5,NA
"1462",1463,1,2,43,0,7,4,NA,0,50,70,40,3,9
"1463",1464,1,2,48,0,7,1,NA,NA,50,50,50,4,17
"1464",1465,1,2,65,0,NA,NA,0,1,60,70,50,3,NA
"1465",1466,1,2,42,1,NA,NA,0,0,30,50,50,3,12
"1466",1467,1,2,59,1,1,0,NA,0,50,30,40,2,13
"1467",1468,1,2,31,0,0,0,NA,0,35,99,50,3,11
"1468",1469,1,2,80,1,7,7,NA,0,40,40,60,2,12
"1469",1470,1,2,56,0,NA,NA,0,0,0,0,50,3,15
"1470",1471,1,2,38,NA,3,0,NA,0,30,60,50,3,NA
"1471",1472,1,2,55,1,7,7,NA,0,60,0,100,2,NA
"1472",1473,1,2,69,1,7,0,NA,0,0,65,30,3,NA
"1473",1474,1,2,35,1,NA,NA,7,0,0,100,15,3,16
"1474",1475,1,2,NA,0,4,0,NA,0,30,40,40,3,NA
"1475",1476,1,2,26,1,NA,NA,5,1,70,70,85,2,NA
"1476",1477,1,2,39,1,7,0,NA,0,15,60,15,3,13
"1478",1479,1,2,41,1,0,7,NA,0,0,60,15,1,12
"1479",1480,1,2,83,1,7,0,NA,0,0,40,30,1,NA
"1480",1481,1,2,38,0,NA,NA,0,0,30,40,40,2,NA
"1481",1482,1,2,37,0,NA,NA,0,0,30,100,0,3,11
"1482",1483,1,2,NA,1,5,0,NA,0,40,50,40,1,20
"1483",1484,1,2,42,0,0,1,NA,0,40,100,50,5,NA
"1484",1485,1,2,80,1,7,7,NA,0,15,NA,70,2,NA
"1485",1486,1,2,83,1,NA,NA,0,0,0,50,30,3,NA
"1486",1487,1,2,86,1,7,0,NA,0,0,70,0,1,NA
"1489",1490,1,2,47,0,NA,NA,0,0,30,60,15,1,NA
"1490",1491,1,2,62,1,NA,NA,7,1,100,0,100,4,NA
"1493",1494,1,2,38,0,NA,NA,0,1,60,50,40,1,12
"1495",1496,1,2,20,0,NA,NA,3,0,30,85,40,1,16
"1500",1501,1,1,37,0,0,0,NA,0,50,50,50,3,NA
"1517",1518,1,2,45,1,5,5,NA,0,40,85,40,1,19
"1519",1520,1,2,29,1,3,0,NA,0,65,50,75,2,NA
"1521",1522,1,2,78,1,NA,NA,3,1,85,50,85,2,NA
"1522",1523,1,2,50,1,5,7,NA,1,75,25,85,3,NA
"1527",1528,1,2,51,1,NA,NA,0,0,30,15,30,2,18
"1529",1530,1,2,46,0,NA,NA,0,0,50,70,40,1,NA
"1530",1531,1,2,60,1,2,7,NA,0,0,60,40,5,18
"1531",1532,1,2,37,1,0,0,NA,0,15,60,50,1,22
"1532",1533,1,2,48,1,5,5,NA,1,70,30,85,3,NA
"1533",1534,1,2,49,1,7,7,NA,0,40,50,40,1,17
"1534",1535,1,2,53,1,NA,NA,6,0,70,40,60,2,12
"1535",1536,1,2,35,1,0,2,NA,0,50,100,40,1,1
"1536",1537,1,2,72,0,5,0,NA,0,0,40,0,1,NA
"1537",1538,1,2,23,0,NA,NA,3,0,50,50,50,3,1
"1538",1539,1,2,33,0,NA,NA,0,0,40,0,15,1,18
"1539",1540,1,2,66,1,NA,NA,0,0,0,40,60,1,16
"1541",1542,1,2,70,1,7,3,NA,0,40,70,40,1,NA
"1542",1543,1,2,73,1,NA,NA,0,0,30,70,30,1,17
"1543",1544,1,2,52,1,0,5,NA,0,40,30,60,2,19
"1544",1545,1,2,41,1,NA,NA,0,1,70,50,70,2,17
"1545",1546,1,2,51,0,2,0,NA,0,0,60,15,1,16
"1546",1547,1,2,29,1,NA,NA,7,0,0,85,15,1,NA
"1547",1548,1,2,47,1,NA,NA,1,1,85,50,70,3,17
"1548",1549,1,2,23,0,0,2,NA,0,30,70,40,3,NA
"1549",1550,1,2,41,1,NA,NA,0,0,30,85,50,1,12
"1551",1552,1,2,36,1,NA,NA,0,1,100,0,85,2,17
"1552",1553,1,2,54,1,7,7,NA,0,30,40,70,1,18
"1553",1554,1,2,53,1,NA,NA,5,0,0,90,30,1,24
"1554",1555,1,2,36,0,7,7,NA,1,40,70,40,3,14
"1555",1556,1,2,66,1,NA,NA,7,0,15,85,85,3,NA
"1556",1557,1,2,37,1,NA,NA,5,0,15,85,40,1,17
"1557",1558,1,2,63,1,7,1,NA,1,85,30,70,2,13
"1558",1559,1,2,38,0,2,1,NA,1,50,50,NA,3,13
"1559",1560,1,2,59,1,3,3,NA,0,50,60,60,3,NA
"1560",1561,1,2,65,1,NA,NA,0,1,50,30,50,1,12
"1561",1562,1,2,54,1,5,7,NA,1,70,40,40,2,25
"1562",1563,1,2,75,1,NA,NA,0,0,50,50,70,2,17
"1564",1565,1,2,48,1,NA,NA,0,0,40,30,60,2,18
"1565",1566,1,2,62,0,NA,NA,0,1,85,50,50,NA,17
"1566",1567,1,2,34,1,NA,NA,0,0,40,60,40,3,9
"1567",1568,1,2,42,0,NA,NA,0,0,0,50,50,3,18
"1568",1569,1,2,18,0,0,0,NA,1,60,50,50,2,16
"1569",1570,1,2,50,0,7,7,NA,1,60,50,50,2,25
"1570",1571,1,2,41,0,NA,NA,0,0,30,15,50,2,23
"1571",1572,1,2,43,0,4,7,NA,0,50,20,70,2,NA
"1572",1573,1,2,68,1,2,6,NA,0,70,70,85,2,25
"1573",1574,1,2,69,1,2,0,NA,1,85,15,85,2,17
"1574",1575,1,2,59,1,NA,NA,0,1,70,15,85,3,NA
"1575",1576,1,2,67,1,7,0,NA,0,15,100,15,1,14
"1576",1577,1,2,47,1,7,2,NA,1,60,15,70,2,17
"1577",1578,1,2,64,1,7,7,NA,0,15,85,30,1,18
"1578",1579,1,2,47,1,7,0,NA,0,0,85,15,1,NA
"1583",1584,1,2,66,0,NA,NA,0,1,70,40,70,3,NA
"1585",1586,1,2,46,1,4,2,NA,0,60,40,85,1,19
"1586",1587,1,2,71,1,7,2,NA,0,30,50,50,3,11
"1588",1589,1,2,68,1,0,7,NA,0,0,85,60,1,NA
"1590",1591,1,2,77,1,NA,NA,0,0,0,100,15,1,NA
"1594",1595,1,2,68,0,2,0,NA,1,60,0,70,3,10
"1595",1596,1,2,43,1,5,7,NA,1,40,30,40,3,24
"1597",1598,1,2,86,1,7,7,NA,0,30,50,30,1,NA
"1598",1599,1,2,46,1,5,2,NA,1,60,60,70,3,NA
"1599",1600,1,2,65,1,NA,NA,1,1,50,30,70,2,11
"1600",1601,1,2,46,1,2,7,NA,1,70,0,60,2,21
"1601",1602,1,2,67,1,3,1,NA,1,85,50,70,3,12
"1602",1603,1,2,24,0,NA,NA,5,0,15,15,40,3,17
"1604",1605,1,2,70,1,NA,NA,2,0,15,85,30,1,NA
"1606",1607,1,2,75,1,2,5,NA,0,0,70,30,1,15
"1607",1608,1,2,54,1,6,0,NA,NA,60,0,60,2,NA
"1610",1611,1,2,49,1,0,0,NA,0,15,70,60,1,20
"1611",1612,1,2,35,0,NA,NA,5,0,0,70,70,2,NA
"1613",1614,1,2,57,1,0,7,NA,0,60,15,70,2,17
"1628",1629,1,2,75,1,NA,NA,0,0,15,85,0,1,NA
"1638",1639,1,2,38,0,NA,NA,5,0,15,70,70,3,NA
"1639",1640,1,2,45,1,NA,NA,2,0,50,0,100,3,16
"1642",1643,1,2,46,1,NA,NA,0,1,100,0,85,5,18
"1646",1647,1,2,51,1,0,0,NA,1,70,NA,60,2,23
"1647",1648,1,2,32,0,NA,NA,7,0,30,85,70,3,15
"1648",1649,1,2,50,1,NA,NA,5,0,30,40,70,1,17
"1650",1651,1,1,63,0,0,0,NA,0,40,100,60,1,NA
"1651",1652,1,2,42,1,7,3,NA,0,10,60,30,3,18
"1652",1653,1,2,19,0,NA,NA,7,0,0,100,0,1,5
"1653",1654,1,2,57,1,NA,NA,5,0,0,85,15,1,NA
"NA.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655",1656,1,2,50,1,NA,NA,7,1,70,0,70,2,12
"1657",1658,1,2,59,1,NA,NA,0,0,0,100,30,1,16
"1658",1659,1,2,25,1,NA,NA,7,0,0,85,30,1,10
"1659",1660,1,2,49,1,4,1,NA,NA,60,30,85,3,18
"1660",1661,1,2,61,1,NA,NA,0,0,0,100,15,1,NA
"1661",1662,1,2,21,0,3,2,NA,0,60,30,70,2,25
"1662",1663,1,2,85,1,7,7,NA,0,70,70,70,2,NA
"1663",1664,1,2,51,0,2,1,NA,0,0,85,30,3,NA
"1667",1668,1,2,29,1,NA,NA,0,0,40,70,40,1,18
"1669",1670,1,2,62,1,NA,NA,0,0,0,70,50,3,22
"1670",1671,1,2,51,1,NA,NA,7,0,40,40,60,1,15
"1671",1672,1,2,66,1,5,7,NA,0,15,85,0,1,NA
"1672",1673,1,2,72,1,7,7,NA,0,0,70,70,1,19
"1673",1674,1,2,62,1,7,0,NA,0,60,40,50,2,18
"1675",1676,1,2,71,1,7,0,NA,0,0,85,0,1,17
"1677",1678,1,2,30,1,5,0,NA,0,15,75,35,1,21
"1678",1679,1,2,18,0,0,0,NA,0,30,50,50,3,19
"1679",1680,1,2,72,0,5,0,NA,0,50,70,50,3,NA
"1680",1681,1,2,32,0,3,0,NA,0,40,50,40,5,1
"1681",1682,1,2,31,1,4,5,NA,0,0,85,60,1,19
"1682",1683,1,2,46,0,NA,NA,0,0,60,85,60,5,NA
"1683",1684,1,2,80,0,6,7,NA,0,0,60,50,1,NA
"1684",1685,1,2,29,0,0,0,NA,0,0,85,40,3,11
"1685",1686,1,2,22,0,NA,NA,0,0,0,50,0,1,NA
"1686",1687,1,2,34,0,NA,NA,0,0,15,60,15,3,NA
"1687",1688,1,2,44,1,NA,NA,0,NA,50,25,75,1,NA
"1688",1689,1,2,26,0,NA,NA,1,0,0,50,15,3,NA
"1689",1690,1,2,64,1,2,0,NA,0,25,75,25,3,NA
"1690",1691,1,2,82,1,4,7,NA,1,100,15,100,2,NA
"1691",1692,1,2,82,1,6,7,NA,0,15,50,15,1,NA
"1692",1693,1,2,72,1,5,3,NA,0,60,40,60,2,NA
"1693",1694,1,2,52,0,1,3,NA,0,60,70,60,3,7
"1694",1695,1,2,29,0,0,4,NA,0,30,50,50,3,23
"1695",1696,1,2,45,0,NA,NA,2,0,60,50,70,2,18
"1696",1697,1,2,41,1,NA,NA,5,0,0,85,15,1,17
"1697",1698,1,2,86,1,4,7,NA,0,60,50,60,3,NA
"1698",1699,1,2,45,0,0,1,NA,0,30,60,60,1,NA
"1699",1700,1,2,57,1,NA,NA,5,0,15,55,25,3,20
"1700",1701,1,2,72,1,7,7,NA,1,70,15,85,2,10
"1713",1714,1,2,42,0,0,1,NA,0,40,70,30,3,11
"1714",1715,1,2,48,1,6,7,NA,0,30,100,30,3,NA
"1715",1716,1,2,24,1,3,0,NA,0,50,70,60,3,NA
"1716",1717,1,2,67,1,NA,NA,0,0,50,0,100,3,15
"1718",1719,1,2,30,0,NA,NA,0,0,0,50,15,3,12
"1719",1720,1,2,41,0,7,0,NA,0,60,70,85,3,2
"1721",1722,1,2,64,1,0,6,NA,0,60,85,40,5,NA
"1722",1723,1,1,18,0,NA,NA,3,0,40,60,40,1,21
"1723",1724,1,2,53,0,NA,NA,0,0,0,100,NA,5,7
"1727",1728,1,2,27,0,NA,NA,0,1,70,40,100,2,14
"1728",1729,1,1,53,0,7,2,NA,0,50,85,60,1,16
"1730",1731,1,2,38,1,5,4,NA,0,0,100,30,1,23
"1735",1736,1,2,73,1,NA,NA,0,1,85,85,85,2,NA
"1736",1737,1,2,34,1,4,5,NA,1,70,60,70,2,18
"1742",1743,1,2,52,0,0,3,NA,0,15,85,0,3,NA
"1747",1748,1,2,30,0,0,7,NA,0,40,60,40,3,12
"1748",1749,1,2,51,0,2,0,NA,1,50,NA,NA,5,NA
"1750",1751,1,2,37,0,NA,NA,4,1,60,30,85,2,12
"1751",1752,1,2,52,1,NA,NA,0,1,85,15,85,2,20
"1752",1753,1,2,90,1,NA,NA,7,1,90,60,90,2,NA
"1753",1754,1,2,47,1,NA,NA,1,1,70,15,70,2,NA
"1754",1755,1,2,27,0,1,7,NA,0,0,85,15,1,17
"1766",1767,1,2,31,1,NA,NA,7,0,0,0,100,2,19
"1767",1768,1,2,66,0,3,1,NA,1,70,50,70,3,16
"1768",1769,1,2,NA,0,NA,NA,0,NA,70,0,85,5,NA
"1769",1770,1,2,35,0,NA,NA,0,1,60,30,50,NA,17
"1770",1771,1,2,73,1,NA,NA,0,1,85,0,100,3,NA
"1771",1772,1,2,62,0,NA,NA,0,0,0,85,0,1,4
"1777",1778,1,2,58,1,3,7,NA,1,85,0,100,3,11
"1778",1779,1,2,66,1,NA,NA,0,1,85,15,85,2,25
"1779",1780,1,2,55,1,3,7,NA,0,40,15,60,1,25
"1780",1781,1,2,78,1,4,7,NA,0,60,40,50,2,NA
"1781",1782,1,2,58,1,1,3,NA,1,70,15,70,2,NA
"1782",1783,1,2,45,1,0,0,NA,1,60,50,50,2,17
"1802",1803,1,2,32,0,NA,NA,5,0,50,50,50,3,NA
"1814",1815,1,2,76,1,7,5,NA,1,100,0,80,2,13
"1836",1837,1,2,41,1,NA,NA,7,1,85,40,60,2,19
"1837",1838,1,2,37,1,0,1,NA,0,60,30,70,2,25
"1839",1840,1,2,26,1,7,7,NA,1,80,10,60,2,17
"1840",1841,1,2,44,1,NA,NA,7,1,70,70,60,3,19
"1841",1842,1,2,37,0,7,0,NA,0,60,50,60,2,20
"1842",1843,1,2,36,1,NA,NA,7,1,85,40,70,2,19
"1843",1844,1,2,61,1,5,2,NA,1,85,15,70,2,21
"1844",1845,1,2,78,1,NA,NA,0,1,85,30,70,3,NA
"1845",1846,1,2,71,1,7,0,NA,1,85,70,85,3,NA
"1846",1847,1,2,24,1,NA,NA,1,0,40,70,40,3,19
"1847",1848,1,2,28,0,NA,NA,7,0,30,0,70,3,NA
"1848",1849,1,2,42,1,0,2,NA,1,85,50,50,1,NA
"1850",1851,1,2,24,0,NA,NA,4,0,40,65,30,3,NA
"1851",1852,1,2,51,1,7,4,NA,0,60,60,50,3,18
"1852",1853,1,2,48,1,0,7,NA,0,40,50,60,3,19
"1853",1854,1,2,46,1,2,1,NA,1,60,40,40,3,NA
"1854",1855,1,2,62,0,NA,NA,0,0,30,60,60,3,18
"1855",1856,1,2,69,1,7,4,NA,1,70,30,70,2,18
"1856",1857,1,2,69,1,NA,NA,0,0,85,50,85,2,15
"1857",1858,1,2,48,1,7,3,NA,1,85,50,70,4,25
"1858",1859,1,2,71,1,NA,NA,2,1,100,40,85,2,25
"1859",1860,1,2,50,1,NA,NA,7,0,50,50,60,3,25
"1860",1861,1,2,35,1,4,1,NA,1,60,15,85,2,19
"1861",1862,1,2,38,1,NA,NA,4,0,70,45,90,2,25
"1862",1863,1,2,42,1,0,0,NA,1,85,50,85,2,20
"1863",1864,1,2,42,1,NA,NA,7,1,85,40,70,2,NA
"1864",1865,1,2,82,1,1,2,NA,1,100,30,100,2,22
"1865",1866,1,2,57,1,7,1,NA,1,90,30,85,2,25
"1866",1867,1,2,49,1,2,5,NA,0,85,40,85,2,22
"1867",1868,1,2,38,1,4,7,NA,0,70,30,85,2,25
"1868",1869,1,2,25,1,NA,NA,7,1,70,30,70,2,19
"1869",1870,1,2,81,1,NA,NA,0,0,60,40,70,3,18
"1870",1871,1,2,46,1,NA,NA,2,1,85,30,85,2,17
"1871",1872,1,2,75,1,NA,NA,0,0,40,100,100,2,NA
"1872",1873,1,2,50,1,NA,NA,1,1,70,100,70,1,17
"1873",1874,1,2,45,1,NA,NA,7,0,70,15,85,2,25
"1874",1875,1,2,72,1,7,7,NA,0,70,50,50,3,17
"1875",1876,1,2,36,1,NA,NA,7,0,50,50,50,2,NA
"1876",1877,1,2,62,1,NA,NA,2,0,0,75,50,1,NA
"1877",1878,1,2,61,1,0,0,NA,1,70,0,70,2,NA
"1878",1879,1,2,51,1,NA,NA,1,1,85,40,70,1,25
"1879",1880,1,1,72,1,NA,NA,0,0,40,70,50,1,NA
"1880",1881,1,1,46,1,7,0,NA,1,50,50,70,2,13
"1881",1882,1,1,33,0,NA,NA,3,0,0,50,0,3,14
"1882",1883,1,1,31,0,7,4,NA,1,85,40,85,2,13
"1883",1884,1,1,38,0,NA,NA,0,0,0,100,0,1,NA
"1884",1885,1,1,45,0,3,5,NA,0,30,40,30,3,10
"1885",1886,1,1,40,0,NA,NA,0,1,50,50,75,5,NA
"1886",1887,1,1,29,0,NA,NA,0,0,50,85,40,1,8
"1887",1888,1,1,24,0,NA,NA,0,NA,50,70,0,3,NA
"1888",1889,1,1,27,0,3,0,NA,1,40,100,50,3,NA
"1889",1890,1,1,54,0,NA,NA,0,0,40,100,40,1,9
"1890",1891,1,1,45,1,4,5,NA,1,85,85,70,1,13
"1891",1892,1,1,62,0,NA,NA,0,1,100,100,100,3,2
"1892",1893,1,1,51,0,4,1,NA,0,50,100,40,1,6
"1893",1894,1,1,40,0,NA,NA,0,0,15,85,NA,5,11
"1894",1895,1,1,21,0,NA,NA,2,0,0,100,100,1,7
"1895",1896,1,1,73,1,1,0,NA,0,0,60,0,1,10
"1896",1897,1,1,57,1,NA,NA,0,0,60,100,50,3,11
"1897",1898,1,1,43,0,NA,NA,0,0,85,100,0,1,15
"1898",1899,1,1,27,1,NA,NA,1,0,0,60,1,1,NA
"1900",1901,1,1,55,0,NA,NA,2,0,50,50,50,5,13
"1901",1902,1,2,84,0,0,7,NA,0,60,70,70,3,12
"1904",1905,1,1,33,0,NA,NA,3,0,0,40,50,3,10
"1905",1906,1,1,37,0,NA,NA,1,0,60,60,50,3,14
"1907",1908,1,1,67,NA,NA,NA,0,0,10,100,NA,NA,NA
"1910",1911,1,2,55,1,NA,NA,0,1,100,15,85,2,21
"1914",1915,1,1,32,0,NA,NA,0,0,50,85,50,3,NA
"1915",1916,1,1,37,0,1,0,NA,0,40,70,50,1,NA
"1916",1917,1,1,78,1,6,0,NA,1,85,0,85,3,NA
"1918",1919,1,1,76,0,NA,NA,0,0,60,85,100,1,NA
"1919",1920,1,1,35,1,7,3,NA,0,30,85,40,1,NA
"1920",1921,1,1,52,0,1,0,NA,NA,60,70,50,5,NA
"1922",1923,1,2,64,1,7,0,NA,0,0,100,60,1,NA
"1923",1924,1,1,34,0,0,5,NA,0,50,50,50,3,3
"1924",1925,1,2,32,1,0,0,NA,1,100,0,50,2,13
"1925",1926,1,1,39,0,NA,NA,3,0,30,70,NA,1,NA
"1926",1927,1,1,70,1,NA,NA,0,1,60,50,70,2,12
"1927",1928,1,1,45,0,3,0,NA,NA,50,50,50,5,17
"1928",1929,1,1,46,1,5,0,NA,0,50,70,50,1,18
"1929",1930,1,1,53,1,NA,NA,0,0,15,70,15,1,21
"1930",1931,1,2,22,0,0,0,NA,0,40,60,40,5,NA
"1932",1933,1,1,35,0,1,0,NA,1,70,60,70,3,11
"1933",1934,1,1,38,1,NA,NA,7,0,0,70,30,1,21
"1934",1935,1,1,69,1,1,1,NA,0,15,85,50,1,15
"1935",1936,1,1,52,0,7,1,NA,NA,50,60,50,1,NA
"1936",1937,1,1,29,1,NA,NA,2,0,15,85,60,1,17
"1937",1938,1,1,29,1,NA,NA,7,0,0,100,0,1,NA
"1940",1941,1,1,40,1,NA,NA,6,0,60,70,70,5,20
"1941",1942,1,1,26,0,NA,NA,0,1,70,40,85,5,25
"1942",1943,1,1,39,0,NA,NA,4,0,70,100,30,3,14
"1944",1945,1,2,60,1,7,0,NA,1,100,NA,100,2,NA
"1949",1950,1,2,40,1,NA,NA,2,0,70,15,70,2,24
"1950",1951,1,2,69,1,NA,NA,7,0,0,70,60,1,22
"1951",1952,1,2,56,1,7,6,NA,0,15,85,0,1,21
"1952",1953,1,2,21,0,NA,NA,6,1,70,15,86,3,NA
"1954",1955,1,2,52,1,0,1,NA,1,40,40,80,5,NA
"1955",1956,1,2,66,1,NA,NA,0,0,0,100,30,1,20
"NA.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958",1959,1,2,35,0,NA,NA,7,1,85,40,85,3,17
"1959",1960,1,2,23,1,0,0,NA,0,60,0,60,3,15
"1960",1961,1,1,43,1,7,0,NA,1,85,30,85,3,19
"1961",1962,1,2,51,1,NA,NA,0,0,0,85,0,3,NA
"1962",1963,1,2,34,1,2,0,NA,0,30,50,40,3,NA
"1963",1964,1,2,26,1,0,1,NA,1,85,40,70,2,16
"1964",1965,1,2,47,1,NA,NA,7,0,30,100,0,1,22
"1965",1966,1,2,35,1,NA,NA,7,0,70,30,85,2,25
"1966",1967,1,2,48,1,4,1,NA,0,30,0,70,2,15
"1968",1969,1,2,37,1,NA,NA,0,1,60,30,60,2,15
"1969",1970,1,2,26,1,NA,NA,1,0,0,100,40,3,7
"1971",1972,1,1,20,0,NA,NA,0,0,60,40,40,3,7
"1972",1973,1,1,21,0,NA,NA,0,1,40,85,50,3,21
"1973",1974,1,1,29,1,4,2,NA,0,50,70,60,3,13
"1974",1975,1,1,64,0,2,1,NA,1,85,70,70,3,6
"1975",1976,1,1,37,0,2,0,NA,1,85,40,85,3,19
"1976",1977,1,2,54,NA,NA,NA,0,0,70,50,100,2,9
"1978",1979,1,1,39,0,NA,NA,5,0,40,50,60,3,NA
"1979",1980,1,1,28,1,0,0,NA,0,30,70,70,4,14
"1980",1981,1,1,34,0,NA,NA,0,0,15,85,50,5,9
"1981",1982,1,1,25,0,NA,NA,0,0,50,50,50,3,7
"1982",1983,1,2,38,0,NA,NA,0,0,60,15,70,2,18
"1983",1984,1,2,37,0,3,0,NA,0,15,50,50,5,NA
"1984",1985,1,1,28,0,1,0,NA,0,30,85,50,1,17
"1985",1986,1,2,38,1,1,3,NA,0,40,70,60,3,19
"1986",1987,1,2,67,1,6,6,NA,1,85,15,85,2,NA
"1987",1988,1,1,58,0,NA,NA,0,1,70,40,50,3,7
"1988",1989,1,2,40,1,NA,NA,1,0,30,70,60,3,NA
"1990",1991,1,2,35,0,NA,NA,0,1,60,60,60,3,NA
"1991",1992,1,2,63,1,7,7,NA,1,60,85,85,3,17
"1993",1994,1,2,24,1,3,0,NA,0,30,50,50,3,NA
"1994",1995,1,1,29,0,NA,NA,0,0,0,60,15,3,14
"1996",1997,1,2,35,1,0,4,NA,NA,70,50,70,2,17
"1997",1998,1,2,46,1,NA,NA,7,1,100,0,100,3,21
"1999",2000,1,2,27,1,NA,NA,1,0,40,50,40,3,17
"2000",2001,1,2,52,1,4,1,NA,0,30,50,70,3,NA
