"","rid","race","latino","age","vote04","tvnews","newspaper","internet","approval","bush.th","obama.th","mccain.th","partyid","income"
"237",237,1,2,75,1,NA,NA,0,0,60,15,60,2,18
"238",238,1,2,40,0,0,0,NA,0,40,60,50,3,22
"239",239,1,2,59,1,NA,NA,7,1,85,0,85,2,20
"240",240,1,2,64,1,NA,NA,0,0,0,85,50,1,14
"241",241,1,2,19,0,0,0,NA,0,40,70,50,5,18
"243",243,1,2,68,1,NA,NA,7,1,85,40,85,2,14
"245",245,1,2,55,NA,NA,NA,0,1,70,85,85,2,18
"246",246,1,1,26,1,2,1,NA,1,70,70,60,3,18
"247",247,1,2,49,1,NA,NA,1,0,70,15,60,2,18
"248",248,1,2,47,1,NA,NA,7,0,15,85,70,3,21
"249",249,1,2,90,1,0,7,NA,0,70,40,60,2,19
"250",250,1,2,45,1,NA,NA,1,1,85,40,70,2,24
"251",251,1,2,83,1,NA,NA,0,0,0,100,15,1,17
"253",253,1,2,54,1,NA,NA,4,1,70,30,60,2,15
"255",255,1,2,75,1,NA,NA,0,1,85,50,85,2,NA
"256",256,1,2,33,1,5,0,NA,1,100,100,100,5,18
"257",257,1,2,27,1,NA,NA,7,0,0,85,30,1,25
"261",261,1,2,33,1,2,3,NA,0,15,50,85,3,19
"263",264,1,2,39,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"264",265,1,2,56,1,NA,NA,6,0,30,0,70,2,23
"265",266,1,1,53,0,NA,NA,0,1,0,70,70,3,NA
"267",268,1,2,56,0,NA,NA,0,0,60,70,40,3,2
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",271,1,2,29,0,NA,NA,0,0,0,70,40,4,NA
"271",272,1,2,53,1,NA,NA,7,0,0,60,30,1,22
"272",273,1,2,NA,NA,5,0,NA,0,0,85,50,3,NA
"273",274,1,2,29,1,NA,NA,7,0,0,100,30,1,NA
"274",275,1,2,37,1,5,0,NA,0,0,85,15,1,1
"276",277,1,2,23,1,2,3,NA,0,0,70,15,3,NA
"278",279,1,2,52,1,NA,NA,6,0,15,100,0,1,25
"280",281,1,2,54,0,NA,NA,1,0,0,100,0,1,NA
"281",282,1,2,34,1,NA,NA,7,0,0,100,40,1,25
"282",283,1,1,80,1,NA,NA,0,0,0,75,50,3,NA
"283",284,1,2,31,1,4,3,NA,0,0,95,5,1,NA
"284",285,1,2,35,0,NA,NA,3,0,0,100,15,1,19
"286",287,1,2,48,1,NA,NA,5,0,30,60,60,1,NA
"287",288,1,1,38,1,5,2,NA,0,15,85,30,1,NA
"288",289,1,2,32,1,NA,NA,7,0,0,70,0,5,13
"289",290,1,2,21,0,1,2,NA,0,15,85,15,1,25
"292",293,1,2,NA,1,NA,NA,4,0,15,85,40,3,16
"293",294,1,2,25,1,2,3,NA,0,15,85,30,1,9
"294",295,1,2,NA,1,NA,NA,5,0,15,65,40,3,19
"297",298,1,2,23,1,1,0,NA,0,40,15,40,3,NA
"NA.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",307,1,2,26,0,NA,NA,1,0,30,70,70,3,NA
"308",309,1,2,21,0,2,0,NA,0,30,70,60,3,NA
"309",310,1,2,31,0,NA,NA,3,NA,60,60,60,2,17
"313",314,1,2,64,1,7,7,NA,0,0,60,60,3,25
"314",315,1,2,25,1,2,0,NA,1,70,30,60,2,18
"315",316,1,2,34,1,NA,NA,7,1,40,30,70,2,16
"316",317,1,2,59,1,7,1,NA,1,70,60,70,3,NA
"317",318,1,2,41,0,3,0,NA,0,40,60,70,1,14
"319",320,1,2,44,0,1,1,NA,0,15,60,50,3,NA
"321",322,1,2,33,0,NA,NA,2,0,40,50,50,3,19
"323",324,1,2,45,1,NA,NA,5,0,0,75,75,3,NA
"324",325,1,2,45,1,NA,NA,7,0,15,85,85,3,15
"326",327,1,2,23,1,7,0,NA,0,0,98,15,4,19
"328",329,1,2,87,1,1,7,NA,0,0,0,60,NA,8
"329",330,1,2,31,1,NA,NA,7,0,0,85,40,1,18
"331",332,1,2,37,0,0,5,NA,0,50,50,50,5,19
"332",333,1,2,55,1,6,0,NA,0,10,5,80,3,NA
"333",334,1,2,38,0,2,0,NA,0,40,30,60,2,25
"334",335,1,2,61,1,NA,NA,0,1,60,40,70,4,NA
"335",336,1,2,36,1,NA,NA,7,1,70,60,85,2,23
"336",337,1,2,57,1,3,2,NA,0,30,85,60,1,22
"337",338,1,2,60,1,NA,NA,5,1,70,40,85,2,22
"338",339,1,2,44,1,NA,NA,0,0,60,50,70,1,19
"339",340,1,2,34,0,NA,NA,7,0,0,50,30,3,25
"340",341,1,2,46,1,0,0,NA,1,70,30,60,2,25
"341",342,1,1,52,1,3,0,NA,NA,60,60,85,2,10
"343",344,1,2,80,1,0,7,NA,0,15,85,40,3,18
"344",345,1,2,67,1,5,6,NA,1,70,60,85,2,14
"345",346,1,2,70,1,NA,NA,0,1,85,15,70,2,16
"346",347,1,2,58,1,NA,NA,7,0,0,85,15,1,20
"347",348,1,2,57,1,NA,NA,0,1,85,0,85,2,13
"348",349,1,2,29,1,2,0,NA,0,0,100,15,3,NA
"349",350,1,2,18,0,NA,NA,2,0,0,70,40,1,NA
"350",351,1,2,30,0,NA,NA,0,0,1,100,49,1,NA
"351",352,1,2,56,1,NA,NA,0,0,15,85,15,1,19
"NA.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",354,1,2,54,1,3,0,NA,0,70,85,85,2,17
"354",355,1,2,30,1,NA,NA,5,0,0,85,15,4,18
"355",356,1,2,66,1,NA,NA,0,0,15,85,50,1,15
"356",357,1,2,35,1,NA,NA,5,0,30,100,40,3,17
"357",358,1,2,68,0,NA,NA,0,0,30,40,30,5,NA
"358",359,1,2,36,0,NA,NA,7,1,70,70,85,3,19
"359",360,1,1,67,1,4,1,NA,0,15,100,15,1,19
"360",361,1,1,32,1,7,0,NA,0,25,50,50,3,16
"361",362,1,2,41,1,3,7,NA,1,70,40,85,3,21
"NA.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",364,1,1,33,1,5,0,NA,0,25,75,35,1,18
"364",365,1,2,56,1,NA,NA,0,1,60,50,70,2,21
"365",366,1,2,34,1,2,0,NA,0,70,30,60,2,20
"366",367,1,2,23,1,2,0,NA,0,15,70,40,3,17
"367",368,1,2,49,1,0,0,NA,1,85,85,85,3,11
"368",369,1,2,31,0,NA,NA,0,0,0,70,15,1,NA
"369",370,1,2,19,0,1,1,NA,1,85,40,85,3,5
"370",371,1,2,67,1,NA,NA,0,0,30,40,85,3,17
"371",372,1,2,35,0,NA,NA,7,0,40,85,50,3,NA
"372",373,1,2,28,0,0,0,NA,0,0,85,0,1,NA
"374",375,1,2,60,1,7,0,NA,1,85,0,70,3,21
"375",376,1,2,54,0,NA,NA,0,0,30,30,30,2,16
"376",377,1,2,74,1,NA,NA,0,0,0,85,15,1,NA
"377",378,1,1,61,1,7,2,NA,0,0,85,0,1,17
"379",380,1,2,53,0,3,0,NA,0,15,85,15,3,NA
"380",381,1,2,57,1,7,0,NA,1,100,70,85,3,NA
"381",382,1,2,50,1,7,0,NA,1,70,50,50,2,9
"382",383,1,2,23,1,NA,NA,7,0,0,70,40,1,13
"383",384,1,2,21,0,2,0,NA,0,0,60,30,3,NA
"394",395,1,2,70,1,5,0,NA,0,15,85,40,1,NA
"397",398,1,2,49,1,NA,NA,0,1,100,40,85,2,17
"398",399,1,2,38,1,NA,NA,7,0,15,100,40,1,NA
"399",400,1,1,27,1,NA,NA,7,0,30,85,30,1,15
"400",401,1,2,28,1,NA,NA,2,0,30,70,50,3,18
"NA.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",403,1,2,85,0,7,7,NA,1,50,100,50,5,NA
"403",404,1,2,43,0,2,7,NA,NA,50,50,50,5,15
"404",405,1,2,49,1,NA,NA,7,0,0,100,0,1,16
"405",406,1,2,51,1,7,2,NA,0,0,15,15,3,NA
"406",407,1,1,19,0,NA,NA,1,0,30,50,50,3,NA
"407",408,1,2,55,1,NA,NA,7,1,85,15,85,3,NA
"408",409,1,2,45,0,NA,NA,7,0,0,70,15,5,NA
"409",410,1,2,57,0,4,4,NA,0,60,85,60,3,23
"410",411,1,2,45,1,5,2,NA,0,15,60,40,3,NA
"411",412,1,2,24,1,0,0,NA,0,15,70,40,5,NA
"412",413,1,2,39,1,NA,NA,7,0,0,85,30,1,18
"414",415,1,2,38,1,NA,NA,0,0,40,30,50,3,12
"418",419,1,2,19,0,NA,NA,0,1,60,85,40,3,NA
"419",420,1,2,29,1,NA,NA,2,1,85,60,60,2,4
"420",421,1,1,58,1,NA,NA,0,1,70,70,80,3,NA
"421",422,1,2,56,0,5,1,NA,1,50,50,50,3,7
"422",423,1,2,20,0,NA,NA,6,1,85,50,85,2,NA
"423",424,1,2,61,1,NA,NA,7,1,70,15,85,2,17
"424",425,1,2,22,1,NA,NA,7,1,70,70,70,3,3
"425",426,1,2,42,0,7,0,NA,0,15,60,15,3,13
"426",427,1,2,NA,1,7,7,NA,0,40,0,85,2,22
"427",428,1,2,30,1,NA,NA,0,0,60,70,70,3,21
"428",429,1,2,68,1,NA,NA,0,1,85,40,100,2,8
"429",430,1,2,25,1,NA,NA,2,0,40,60,40,1,17
"430",431,1,2,53,1,NA,NA,0,1,60,30,40,2,NA
"431",432,1,1,57,0,7,3,NA,0,0,70,30,1,NA
"432",433,1,1,25,0,NA,NA,0,0,0,85,50,3,2
"433",434,1,1,30,0,0,0,NA,1,85,85,60,2,15
"434",435,1,2,68,1,NA,NA,0,0,0,70,0,1,10
"435",436,1,2,22,0,0,3,NA,1,85,30,100,2,16
"436",437,1,2,40,1,NA,NA,0,0,15,30,15,1,17
"437",438,1,2,80,1,3,7,NA,0,40,70,70,3,NA
"439",440,1,2,37,1,NA,NA,7,1,70,0,50,3,NA
"440",441,1,1,39,0,NA,NA,0,1,70,40,60,3,NA
"442",443,1,2,23,1,0,7,NA,0,15,85,30,1,14
"444",445,1,1,24,1,0,3,NA,0,15,75,55,1,14
"445",446,1,2,45,1,NA,NA,3,0,30,60,60,2,NA
"446",447,1,2,56,1,NA,NA,3,0,15,100,15,1,8
"447",448,1,2,51,1,NA,NA,0,0,15,85,30,3,9
"448",449,1,2,19,0,4,4,NA,0,30,100,30,1,5
"449",450,1,2,19,0,0,4,NA,0,0,100,30,1,1
"452",453,1,2,32,0,NA,NA,5,1,70,70,60,3,22
"453",454,1,2,53,1,NA,NA,7,0,0,70,40,3,25
"454",455,1,2,48,1,NA,NA,0,0,30,70,50,1,18
"455",456,1,2,43,1,NA,NA,0,1,50,50,50,NA,NA
"456",457,1,1,20,0,NA,NA,1,0,60,70,70,2,7
"459",460,1,1,59,1,7,4,NA,0,0,80,5,1,NA
"460",461,1,2,38,1,NA,NA,5,0,0,100,15,1,NA
"471",472,1,2,72,1,NA,NA,0,0,0,100,30,1,NA
"505",506,1,2,78,1,NA,NA,0,0,0,100,0,1,NA
"515",516,1,2,47,1,7,0,NA,0,0,85,70,2,NA
"516",517,1,1,26,1,0,0,NA,0,15,85,15,1,17
"517",518,1,2,38,1,NA,NA,5,1,70,70,70,5,NA
"518",519,1,2,23,1,2,2,NA,0,70,30,70,3,NA
"519",520,1,2,46,1,NA,NA,7,0,30,85,70,3,19
"520",521,1,2,63,1,7,1,NA,0,30,85,60,3,15
"523",524,1,2,86,1,NA,NA,0,0,70,85,50,3,NA
"524",525,1,2,80,NA,NA,NA,0,1,50,85,85,1,NA
"526",527,1,2,52,1,NA,NA,5,1,85,40,85,2,18
"530",531,1,2,72,1,7,0,NA,0,50,0,85,2,NA
"531",532,1,2,28,0,0,0,NA,0,0,15,0,3,12
"532",533,1,2,63,1,7,0,NA,NA,70,30,85,3,18
"533",534,1,2,25,0,NA,NA,0,0,40,70,40,3,19
"534",535,1,2,58,1,NA,NA,1,0,15,60,40,1,25
"535",536,1,2,56,1,7,0,NA,0,60,50,50,1,NA
"537",538,1,1,53,1,7,2,NA,1,70,60,85,2,13
"538",539,1,1,27,1,2,0,NA,0,60,30,70,2,15
"539",540,1,2,37,1,7,1,NA,1,70,50,60,2,17
"540",541,1,2,59,1,4,0,NA,1,70,0,90,2,17
"541",542,1,2,56,1,NA,NA,0,1,70,0,70,2,NA
"542",543,1,2,77,1,4,7,NA,1,70,NA,NA,1,NA
"543",544,1,2,32,0,NA,NA,7,1,70,30,60,3,19
"545",546,1,2,29,0,7,0,NA,1,60,85,60,3,14
"546",547,1,2,41,1,NA,NA,7,1,100,0,100,2,13
"547",548,1,2,25,0,0,0,NA,1,50,50,50,5,18
"548",549,1,2,33,0,0,2,NA,0,0,70,30,3,15
"549",550,1,2,48,1,7,5,NA,1,100,0,100,2,19
"550",551,1,2,46,1,0,2,NA,NA,85,15,70,3,19
"551",552,1,2,66,1,2,7,NA,1,85,60,85,1,NA
"552",553,1,2,74,1,7,0,NA,0,15,40,100,1,NA
"553",554,1,2,65,1,7,1,NA,0,60,30,70,2,11
"554",555,1,2,28,0,NA,NA,7,1,85,50,85,2,20
"555",556,1,2,35,0,3,2,NA,0,50,30,50,5,NA
"557",558,1,2,26,0,3,0,NA,1,60,85,60,3,NA
"558",559,1,2,32,0,3,3,NA,0,60,40,85,2,NA
"559",560,1,2,55,0,NA,NA,0,1,70,15,85,2,NA
"563",564,1,2,63,1,5,0,NA,1,85,0,85,2,NA
"564",565,1,2,45,1,0,2,NA,1,85,15,85,2,19
"566",567,1,2,78,1,7,7,NA,1,85,0,70,2,NA
"567",568,1,2,58,0,NA,NA,7,0,60,60,60,1,NA
"568",569,1,2,51,0,7,0,NA,NA,50,15,100,3,13
"569",570,1,2,60,1,NA,NA,7,1,85,85,85,2,NA
"571",572,1,2,45,0,0,2,NA,1,70,0,70,2,23
"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",576,1,2,24,1,0,7,NA,0,0,85,40,1,NA
"576",577,1,2,25,1,1,1,NA,0,15,70,40,1,NA
"577",578,1,2,30,1,0,0,NA,0,70,85,85,3,20
"578",579,1,2,36,0,0,0,NA,0,0,70,30,1,NA
"580",581,1,2,45,1,NA,NA,3,1,75,25,50,3,17
"581",582,1,1,19,0,2,0,NA,0,50,60,60,5,22
"586",587,1,2,64,1,7,7,NA,1,85,60,85,2,12
"587",588,1,2,39,0,NA,NA,7,0,0,100,0,3,3
"588",589,1,2,32,1,NA,NA,0,0,30,85,70,1,16
"589",590,1,2,21,0,6,0,NA,0,60,50,70,2,11
"590",591,1,2,46,0,NA,NA,0,0,15,60,15,1,17
"591",592,1,2,47,0,NA,NA,0,0,0,60,0,1,18
"592",593,1,2,61,1,7,0,NA,0,40,50,85,1,NA
"593",594,1,2,24,0,5,0,NA,0,35,80,50,3,4
"594",595,1,2,47,0,NA,NA,0,0,0,85,15,3,1
"595",596,1,2,48,1,7,0,NA,0,60,0,70,2,19
"596",597,1,2,64,1,NA,NA,0,0,40,50,50,3,11
"597",598,1,2,26,0,2,7,NA,0,15,100,30,1,13
"598",599,1,2,76,1,NA,NA,0,1,60,70,70,3,NA
"599",600,1,2,66,1,7,7,NA,0,0,85,60,3,13
"600",601,1,2,72,1,7,2,NA,0,40,60,30,1,10
"601",602,1,2,52,1,1,2,NA,1,60,15,60,2,NA
"602",603,1,2,62,1,NA,NA,7,0,0,60,15,1,16
"603",604,1,2,44,1,NA,NA,7,0,0,60,70,2,NA
"604",605,1,2,38,1,3,6,NA,0,15,0,85,3,18
"605",606,1,2,43,1,5,0,NA,0,40,85,70,3,17
"606",607,1,2,31,0,NA,NA,0,0,15,40,60,2,21
"607",608,1,2,37,1,NA,NA,5,0,30,60,40,3,18
"608",609,1,2,49,1,NA,NA,7,0,0,60,60,3,NA
"609",610,1,1,69,1,5,0,NA,1,100,50,100,2,NA
"610",611,1,1,28,0,NA,NA,0,0,50,0,50,1,18
"611",612,1,1,87,1,3,7,NA,1,70,40,70,2,NA
"612",613,1,1,61,1,NA,NA,7,0,60,15,100,2,21
"613",614,1,1,61,1,NA,NA,0,0,40,15,85,2,NA
"615",616,1,1,71,0,NA,NA,0,1,70,50,85,2,NA
"617",618,1,1,42,1,3,0,NA,1,85,40,85,2,25
"618",619,1,1,79,0,NA,NA,0,NA,40,NA,NA,5,6
"620",621,1,1,68,NA,7,0,NA,1,100,50,85,2,5
"621",622,1,1,64,1,NA,NA,0,0,60,60,60,NA,NA
"622",623,1,1,74,1,7,0,NA,0,60,85,40,1,NA
"623",624,1,1,28,0,2,0,NA,0,40,50,50,3,12
"624",625,1,1,23,0,NA,NA,2,0,40,60,40,2,NA
"625",626,1,1,59,1,NA,NA,0,0,15,100,40,1,18
"626",627,1,1,44,1,NA,NA,1,1,100,0,100,2,16
"627",628,1,1,87,1,NA,NA,0,1,85,15,100,2,17
"629",630,1,1,45,1,NA,NA,7,0,0,100,15,3,NA
"630",631,1,1,19,0,0,0,NA,1,0,60,40,3,13
"631",632,1,1,53,1,NA,NA,2,1,100,40,100,2,20
"632",633,1,1,37,0,NA,NA,0,0,0,15,0,3,NA
"633",634,1,1,26,0,NA,NA,7,1,70,60,70,2,18
"634",635,1,1,83,1,NA,NA,0,1,85,NA,85,3,9
"635",636,1,1,54,1,7,2,NA,1,85,50,70,2,NA
"636",637,1,1,66,1,2,2,NA,0,50,90,90,1,NA
"638",639,1,1,75,1,NA,NA,0,0,0,0,100,2,NA
